bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description,processed_text
548046,"[Preferences] Theme description seems editable, but isin't (Flashing Cursor)",Eclipse Project,Platform,IDE,PC,Linux,CLOSED,DUPLICATE,P3,normal,preferences theme description seems editable but isint flashing cursor,preference theme description seem editable isint flash cursor
548047,"[Preferences] Colors and Fonts descriptions seem editable, but are not (Flashing Cursor)",Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,normal,preferences colors and fonts descriptions seem editable but are not flashing cursor,preference color font description seem editable flash cursor
548048,"[Preferences]  Label Decoration description appears to be editable, but is not (Flashing Cursor)",Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,normal,preferences label decoration description appears to be editable but is not flashing cursor,preferences label decoration description appear editable flash cursor
548049,[proposal] technology.repairnator,Eclipse Foundation,Community,Proposals and Reviews,PC,Windows 10,NEW,,P3,normal,proposal technologyrepairnator,proposal technologyrepairnator
548050,[mentors] Mentor required for Eclipse Repairnator,Eclipse Foundation,Community,Architecture Council,PC,Windows 10,RESOLVED,FIXED,P3,normal,mentors mentor required for eclipse repairnator,mentor mentor require eclipse repairnator
548051,[trademark] Trademark approval required for Eclipse Repairnator,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,trademark trademark approval required for eclipse repairnator,trademark trademark approval require eclipse repairnator
548052,Provide a NOW_MONOTONIC function for systems with no sense of real time,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,provide a nowmonotonic function for systems with no sense of real time,provide nowmonotonic function system sense real time
548053,"[Preferences] Add color preview in ""Appearance Color Options"" table + Inline editing of colors",WebTools,Web Tools,General,PC,All,CLOSED,DUPLICATE,P3,normal,preferences add color preview in appearance color options table inline editing of colors,preference add color preview appearance color option table inline edit color
548054,Assign Agent Resource Pack to Project,Eclipse Foundation,Community,CI-Jenkins,All,Linux,CLOSED,FIXED,P3,blocker,assign agent resource pack to project,assign agent resource pack project
548055,RPATHs on AIX,Technology,openj9,General,PC,Windows 10,RESOLVED,FIXED,P3,normal,rpaths on aix,rpath aix
548056,"[GTK][Preferences] Add space between ""Show whitespace characters"" and ""(configure visiblity)""",Eclipse Project,Platform,SWT,PC,Linux,VERIFIED,FIXED,P3,normal,gtkpreferences add space between show whitespace characters and configure visiblity,gtkpreference add space show whitespace character configure visiblity
548057,[Preferences] Add Color Previews in 'Appearance color options' table on 'Text Editors' preference page,Eclipse Project,Platform,UI,PC,All,VERIFIED,FIXED,P3,enhancement,preferences add color previews in appearance color options table on text editors preference page,preference add color preview appearance color option table text editor preference page
548058,Incremental QuickAccess providers,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,enhancement,incremental quickaccess providers,incremental quickaccess provider
548059,"[Preferences] Improve page layout of ""Annotations"" page",Eclipse Project,Platform,Text,PC,All,CLOSED,DUPLICATE,P3,normal,preferences improve page layout of annotations page,preference improve page layout annotation page
548060,[Preferences] Improve positioning of widgets on Annotations page,Eclipse Project,Platform,Text,PC,All,VERIFIED,FIXED,P3,normal,preferences improve positioning of widgets on annotations page,preference improve position widget annotation page
548061,"[Preferences] Add inline table editing for ""Task Tags""",Eclipse Project,JDT,UI,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences add inline table editing for task tags,preference add inline table edit task tag
548062,Resources view separator not thin,Tools,Tracecompass,LTTng,PC,Linux,RESOLVED,FIXED,P3,normal,resources view separator not thin,resource view separator thin
548063,ToolTipString has potential NPEs,Tools,Tracecompass,TMF,PC,Linux,RESOLVED,FIXED,P3,normal,tooltipstring has potential npes,tooltipstre potential npe
548064,Move NoSQL to Eclipse EE4J Organization,Eclipse Foundation,Community,GitHub,PC,Linux,CLOSED,FIXED,P3,normal,move nosql to eclipse ee4j organization,move nosql eclipse organization
548065,Create eclipse/codewind-openapi-vscode repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindopenapivscode repository,create eclipsecodewindopenapivscode repository
548066,Create eclipse/codewind-openapi-eclipse repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindopenapieclipse repository,create eclipsecodewindopenapieclipse repository
548068,"[Preferences] Add inline table editing for ""Keys"" preference page",Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences add inline table editing for keys preference page,preference add inline table edit key preference page
548069,Modular Java: Correct type resolving for Javadoc in module-info files,Eclipse Project,JDT,Core,PC,Windows 10,ASSIGNED,,P3,normal,modular java correct type resolving for javadoc in moduleinfo files,modular java correct type resolve javadoc moduleinfo file
548070,"[Preferences] Allow inline table editing for Modifier Keys in ""Hyperlinking"" preferences page",Eclipse Project,Platform,Text,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences allow inline table editing for modifier keys in hyperlinking preferences page,preference allow inline table edit modifier key hyperlinke preference page
548071,[Preferences] Improve tab display/organization for SSH2 preferences page,Eclipse Project,Platform,Team,PC,All,CLOSED,WONTFIX,P3,normal,preferences improve tab displayorganization for ssh2 preferences page,preference improve tab displayorganization preference page
548072,[Regression] Git-based comparison fails,Modeling,EMF.Diffmerge,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,regression gitbased comparison fails,regression gitbase comparison fail
548073,Git connector does not compile against EGit 5.4.0,Modeling,EMF.Diffmerge,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,git connector does not compile against egit 540,git connector compile egit
548074,Build executors for 'codewind' are offline/suspended,Eclipse Foundation,Community,CI-Jenkins,All,Linux,CLOSED,FIXED,P3,blocker,build executors for codewind are offlinesuspended,build executor codewind offlinesuspended
548075,Ability to control if bundles are activated in parallel,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,ability to control if bundles are activated in parallel,ability control bundle activate parallel
548076,Create eclipse/codewind-filewatchers repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindfilewatchers repository,create eclipsecodewindfilewatcher repository
548077,GitHub Pull Request Builder Plugin for Dartboard,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,github pull request builder plugin for dartboard,github pull request builder plugin dartboard
548079,Git Reflog view is unnecessarily expensive,Technology,EGit,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,git reflog view is unnecessarily expensive,git reflog view unnecessarily expensive
548080,Add Apache MINA sshd-putty 2.2.0 to Orbit,Tools,Orbit,bundles,All,All,RESOLVED,FIXED,P3,enhancement,add apache mina sshdputty 220 to orbit,add apache mina sshdputty orbit
548081,TransportHttpTest.testProcessResponseCookies fails with FileNotFoundException,Technology,JGit,JGit,PC,Linux,RESOLVED,FIXED,P3,normal,transporthttptesttestprocessresponsecookies fails with filenotfoundexception,transporthttptesttestprocessresponsecookie fail filenotfoundexception
548083,Add ranking to REST API,Eclipse Foundation,Community,Marketplace,All,All,CLOSED,MOVED,P3,normal,add ranking to rest api,add rank rest api
548085,Investigate the impact of platform's plans for deleting deprecated API,Modeling,Sirius,Core,All,All,CLOSED,FIXED,P3,normal,investigate the impact of platforms plans for deleting deprecated api,investigate impact platform plan delete deprecate api
548086,[9] improve error message when trying to export a foreign package,Eclipse Project,JDT,Core,All,All,VERIFIED,FIXED,P3,normal,9 improve error message when trying to export a foreign package,improve error message try export foreign package
548087,"Can't use the project name ""GolfCartEnabler""",Tools,CDT,cdt-arduino,PC,Linux,CLOSED,WONTFIX,P3,normal,cant use the project name golfcartenabler,can not use project name golfcartenabler
548088,Setting to disable tab title truncation,Eclipse Project,Platform,IDE,PC,Mac OS X,CLOSED,WONTFIX,P3,normal,setting to disable tab title truncation,set disable tab title truncation
548089,[R-DataEditor] Data Viewer loses data when paging extremely large data.table,Science,Statet,R IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,rdataeditor data viewer loses data when paging extremely large datatable,rdataeditor datum viewer lose datum page extremely large datatable
548090,Program crashes upon making a correction to a line that won't go away,Eclipse Project,Platform,Text,PC,Windows 10,RESOLVED,WORKSFORME,P3,blocker,program crashes upon making a correction to a line that wont go away,program crash upon make correction line will not go away
548091,some errors in maths,Eclipse Project,JDT,Core,PC,Windows 7,VERIFIED,NOT_ECLIPSE,P3,major,some errors in maths,error math
548092,"The class file is large (code 1600 lines), causing it to not format properly",Eclipse Project,JDT,Core,PC,Windows 10,NEW,,P3,major,the class file is large code 1600 lines causing it to not format properly,class file large code line cause format properly
548093,"Error ""server seems to be temporarily unavailable"" when downloading a file",RT,RAP,Website,PC,Windows 10,NEW,,P3,normal,error server seems to be temporarily unavailable when downloading a file,error server seem temporarily unavailable download file
548094,NullPointerException in CompImplSync,Modeling,Papyrus,Designer,PC,Windows 10,RESOLVED,FIXED,P3,normal,nullpointerexception in compimplsync,nullpointerexception compimplsync
548095,FormLayout: Preference page initialize error,Eclipse Foundation,z_Archived,WindowBuilder,PC,Mac OS X,RESOLVED,FIXED,P3,normal,formlayout preference page initialize error,formlayout preference page initialize error
548097,[13] Allow JDT to target Java 13 in compiler preferences,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,13 allow jdt to target java 13 in compiler preferences,allow jdt target java compiler preference
548098,[13] Buttons for JDT UI and Core Root Bugs in Bugzilla Script,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,13 buttons for jdt ui and core root bugs in bugzilla script,button jdt ui core root bug bugzilla script
548099,[proposal] ee4j.cargotracker,Eclipse Foundation,Community,Proposals and Reviews,PC,Windows 10,RESOLVED,FIXED,P3,normal,proposal ee4jcargotracker,proposal
548100,[mentors] Mentor required for Eclipse Cargo Tracker - Jakarta EE DDD Blueprints,Eclipse Foundation,Community,Architecture Council,PC,Windows 10,RESOLVED,FIXED,P3,normal,mentors mentor required for eclipse cargo tracker jakarta ee ddd blueprints,mentor mentor require eclipse cargo tracker jakarta ee ddd blueprint
548101,[trademark] Trademark approval required for Eclipse Cargo Tracker,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,trademark trademark approval required for eclipse cargo tracker,trademark trademark approval require eclipse cargo tracker
548102,[license] Alternative licensing approval for Eclipse Cargo Tracker,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,license alternative licensing approval for eclipse cargo tracker,license alternative licensing approval eclipse cargo tracker
548103,Arrowhead Documentation missing,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,arrowhead documentation missing,arrowhead documentation miss
548104,[proposal] ee4j.bean-validation,Eclipse Foundation,Community,Proposals and Reviews,PC,Windows 10,RESOLVED,FIXED,P3,normal,proposal ee4jbeanvalidation,proposal
548105,[trademark] Trademark approval required for Jakarta Bean Validation,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,trademark trademark approval required for jakarta bean validation,trademark trademark approval require jakarta bean validation
548106,[license] Alternative licensing approval for Jakarta Bean Validation (Apache 2.0),Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,license alternative licensing approval for jakarta bean validation apache 20,license alternative licensing approval jakarta bean validation apache
548107,[mentor] Mentor required for Jakarta Bean Validation,Eclipse Foundation,Community,Architecture Council,PC,Windows 10,RESOLVED,FIXED,P3,normal,mentor mentor required for jakarta bean validation,mentor mentor require jakarta bean validation
548108,No longer a committer,Eclipse Foundation,Community,My Account,PC,Linux,CLOSED,FIXED,P3,normal,no longer a committer,long committer
