bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description
548180,Create eclipse/codewind-node-profiler repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindnodeprofiler repository
548181,Create eclipse/codewind-java-profiler repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindjavaprofiler repository
548182,[navigation] Occurrences disappear when Preferences is opened,Eclipse Project,JDT,Text,PC,Windows 7,CLOSED,DUPLICATE,P3,normal,navigation occurrences disappear when preferences is opened
548183,variable names are not checked for safety on module loading,Technology,Ease,Engines,All,All,CLOSED,FIXED,P3,normal,variable names are not checked for safety on module loading
548184,Update to maven-bundle-plugin 4.2.0,Eclipse Foundation,z_Archived,EBR,PC,Linux,RESOLVED,FIXED,P3,normal,update to mavenbundleplugin 420
548186,Jenkinsfile not correctly processed/mixup,Technology,basyx,General,PC,Windows 10,CLOSED,MOVED,P3,normal,jenkinsfile not correctly processedmixup
548188,Racy reads in JGit 5.1.8,Technology,JGit,JGit,PC,Linux,RESOLVED,FIXED,P3,blocker,racy reads in jgit 518
548190,[API] Add color constants for disabled background and foreground colors,Eclipse Project,Platform,SWT,PC,Linux,VERIFIED,FIXED,P3,normal,api add color constants for disabled background and foreground colors
548191,[GTK] Add color constant for disabled background and foreground colors,Eclipse Project,Platform,SWT,PC,Linux,VERIFIED,FIXED,P3,normal,gtk add color constant for disabled background and foreground colors
548192,JIPP add newer golang version,Eclipse Foundation,Community,CI-Jenkins,All,Linux,CLOSED,FIXED,P3,major,jipp add newer golang version
548193,[quick assist] Infer generics type argument quick assist should use diamond operator if at least Java 7 is used,Eclipse Project,JDT,Text,PC,Linux,CLOSED,DUPLICATE,P3,normal,quick assist infer generics type argument quick assist should use diamond operator if at least java 7 is used
548194,ResizeColumnHideShowLayer#hideColumnPosition checks position instead of index,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,normal,resizecolumnhideshowlayerhidecolumnposition checks position instead of index
548195,"Support ""--module-version"" option in ecj compiler",Eclipse Project,JDT,Core,PC,Windows 10,VERIFIED,FIXED,P3,normal,support moduleversion option in ecj compiler
548196,Pre-launch check blocks the startup of Wildfly server,WebTools,WTP ServerTools,jst.server,PC,Windows 10,NEW,,P3,blocker,prelaunch check blocks the startup of wildfly server
548197,Update software failure,Eclipse Project,Platform,Runtime,PC,Windows 7,CLOSED,DUPLICATE,P3,enhancement,update software failure
548198,Remove BREE from non-Java bundles in platform,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,remove bree from nonjava bundles in platform
548199,Auto focus changed to the first text field on the composite,Modeling,EEF,User Interface,PC,Linux,UNCONFIRMED,,P3,normal,auto focus changed to the first text field on the composite
548200,JSON validator incorrectly identifies duplicate key,WebTools,WTP Source Editing,wst.json,PC,Windows 10,NEW,,P3,normal,json validator incorrectly identifies duplicate key
548201,[release] iot.iofog 1.1.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release iotiofog 110
548202,"[WindowIconDialogEditor] should never include Icons from ""bin""-Folder",Eclipse Project,Platform,UI,PC,Windows 10,CLOSED,WONTFIX,P3,normal,windowicondialogeditor should never include icons from binfolder
548203,Correct typo for eclipse/odewind-che-plugin repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,correct typo for eclipseodewindcheplugin repository
548204,Signing service unavailable,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,WORKSFORME,P3,normal,signing service unavailable
548205,ExtendedQuoteBlock does not handle nested blocks that end mid-line,Mylyn,Mylyn Docs,Wikitext,All,All,RESOLVED,FIXED,P3,normal,extendedquoteblock does not handle nested blocks that end midline
548206,"""Attempt to use symbol failed""",Tools,CDT,cdt-indexer,PC,Linux,NEW,,P3,normal,attempt to use symbol failed
548207,[Commonmark] Error with triple back-slash in Rmarkdown Editor,Science,Statet,Docmlet,PC,Windows 7,CLOSED,INVALID,P3,normal,commonmark error with triple backslash in rmarkdown editor
548208,[13] API  behaviour for errors of preview features,Eclipse Project,JDT,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,13 api behaviour for errors of preview features
548209,JPQL EntityManger createQuery is hanging for a lengthy query.,EE4J,EclipseLink,JPA,PC,Linux,CLOSED,WONTFIX,P3,major,jpql entitymanger createquery is hanging for a lengthy query
548210,Don't send textDocument/didSave notifications if the server does not support it,Technology,lsp4e,General,All,All,RESOLVED,FIXED,P3,normal,dont send textdocumentdidsave notifications if the server does not support it
548211,"""Remove"" in the Module dependencies tab does not remove system modules",Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,remove in the module dependencies tab does not remove system modules
548214,Maintain the pipeline scripts in a git repository,Technology,EGit,Releng,All,All,RESOLVED,FIXED,P3,enhancement,maintain the pipeline scripts in a git repository
548215,"Improve ""Baseline changed"" dialog text",Eclipse Project,PDE,UI,PC,Linux,VERIFIED,FIXED,P3,normal,improve baseline changed dialog text
548216,Close Gerrit for Nebula,Eclipse Foundation,Community,Gerrit,PC,Windows 10,RESOLVED,FIXED,P3,normal,close gerrit for nebula
548218,"Should the warning ""There are no JREs installed in the workspace that are strictly compatible with this environment"" respect the --release option?",Eclipse Project,JDT,Debug,PC,Linux,VERIFIED,FIXED,P3,normal,should the warning there are no jres installed in the workspace that are strictly compatible with this environment respect the release option
548219,ApplyCommand does not work if patch contains ADD of empty file,Technology,JGit,JGit,PC,Linux,RESOLVED,FIXED,P3,critical,applycommand does not work if patch contains add of empty file
548220,Ugly icons in dark mode,Tools,Oomph,Utilities,PC,Linux,CLOSED,DUPLICATE,P3,normal,ugly icons in dark mode
548221,Install https://wiki.jenkins.io/display/JENKINS/Warnings+Next+Generation+Plugin in Platform Jenkins,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,WONTFIX,P3,normal,install httpswikijenkinsiodisplayjenkinswarningsnextgenerationplugin in platform jenkins
548222,UnsupportedOperationException on startup of equinox,Eclipse Project,Equinox,Framework,PC,Linux,RESOLVED,DUPLICATE,P4,critical,unsupportedoperationexception on startup of equinox
548223,"Improve ""Delete resources"" and ""Delete project"" dialog text",Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,improve delete resources and delete project dialog text
548224,Make it easier for users to report issues with the installer,Tools,Oomph,Docs,PC,Linux,RESOLVED,FIXED,P3,enhancement,make it easier for users to report issues with the installer
548225,[pivot] NsURIPackageIdImpl.getEPackage fails if ePackage unloaded,Modeling,OCL,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,pivot nsuripackageidimplgetepackage fails if epackage unloaded
548226,[Charting] figure() throws NPE,Technology,Ease,Modules,All,All,CLOSED,FIXED,P3,normal,charting figure throws npe
548227,Potential NPE in MessageManager#update,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,potential npe in messagemanagerupdate
548228,Error entering a session: Session Track field is required,Eclipse Foundation,Community,EclipseCon,All,All,RESOLVED,FIXED,P3,critical,error entering a session session track field is required
548229,Controll.print(GC gc) broken since Windows 10 1809 Update (Fall Creator Update),Eclipse Project,Platform,SWT,PC,Windows 10,NEW,,P3,normal,controllprintgc gc broken since windows 10 1809 update fall creator update
548230,linux hangs on: org.eclipse.swt.internal.gtk.OS._g_main_context_iteration,Eclipse Project,Platform,SWT,PC,Linux,NEW,,P3,normal,linux hangs on orgeclipseswtinternalgtkosgmaincontextiteration
548231,[Model2Doc] The framework must provide a way to define generation condition on IBodySectionPartTemplate,Modeling,Papyrus,Model2Doc,PC,Windows 7,CLOSED,FIXED,P3,normal,model2doc the framework must provide a way to define generation condition on ibodysectionparttemplate
548232,Dead links to examples in help for 0.9.4,Automotive,App4mc,Help,PC,Windows 10,CLOSED,FIXED,P3,trivial,dead links to examples in help for 094
548233,[Headless] workspace is not stored on exit,Technology,Ease,Core,All,All,CLOSED,FIXED,P3,normal,headless workspace is not stored on exit
548234,Missing information within FB Type editor (nightly build),IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,missing information within fb type editor nightly build
548235,[Headless] AutomaticUpdateScheduler prints errors to log,Technology,Ease,Core,All,All,CLOSED,FIXED,P3,normal,headless automaticupdatescheduler prints errors to log
548236,[release] tools.mat 1.9.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolsmat 190
548237,[Expression] Papyrus must provide new expressions check single valued EAttribute and Stereotype Properties values (equality tests),Modeling,Papyrus,Others,PC,Windows 7,CLOSED,FIXED,P3,normal,expression papyrus must provide new expressions check single valued eattribute and stereotype properties values equality tests
548238,Use verbs in Add Filter Comment for API tools instead of OK,Eclipse Project,PDE,API Tools,PC,Linux,VERIFIED,FIXED,P3,normal,use verbs in add filter comment for api tools instead of ok
548239,[Headless] error not printed when file cannot be found,Technology,Ease,Core,All,All,CLOSED,FIXED,P3,normal,headless error not printed when file cannot be found
548240,"[Preferences] Make it more apparent that ""Description"" text boxes are not editable",Eclipse Project,Platform,SWT,PC,Linux,CLOSED,WONTFIX,P3,normal,preferences make it more apparent that description text boxes are not editable
548241,Test nucleus with Eclipse Glassfish 5.1,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,normal,test nucleus with eclipse glassfish 51
548242,API Analysis in Tycho build fail for dependencies which have nested jars,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,api analysis in tycho build fail for dependencies which have nested jars
548244,Vulnerability within Oracle Mojarra JSF v2.2 and v2.3,Eclipse Foundation,Community,Vulnerability Reports,PC,Windows 10,NEW,,P3,major,vulnerability within oracle mojarra jsf v22 and v23
548245,[R-Editor] Open Declaration doesn't work for element references with sub name,Science,Statet,R IDE,All,All,CLOSED,FIXED,P3,normal,reditor open declaration doesnt work for element references with sub name
548246,Grant access to projects storage service to the Jenkins instance of project codewind,Eclipse Foundation,Community,CI-Jenkins,All,Linux,CLOSED,WORKSFORME,P3,blocker,grant access to projects storage service to the jenkins instance of project codewind
548247,"MalformedURLException for "".""",Eclipse Project,Equinox,Launcher,PC,Windows 10,CLOSED,WONTFIX,P3,normal,malformedurlexception for
548248,Support IStorageEditorInput in TargetEditor,Eclipse Project,PDE,UI,All,All,NEW,,P3,enhancement,support istorageeditorinput in targeteditor
548249,Investigate API errror on https://git.eclipse.org/r/c/143156/,Eclipse Project,PDE,API Tools,PC,Linux,CLOSED,DUPLICATE,P3,major,investigate api errror on httpsgiteclipseorgrc143156
548250,Problems in Javadoc for platform,Eclipse Project,Platform,UI,All,All,CLOSED,FIXED,P3,normal,problems in javadoc for platform
548251,eclipse-dev description is truncated,Eclipse Foundation,Community,MailingLists,PC,Mac OS X,RESOLVED,FIXED,P3,normal,eclipsedev description is truncated
548254,Applying quickfix causes a compile error in Platform UI CleanUpAddon.java,Eclipse Project,JDT,UI,PC,Linux,RESOLVED,WORKSFORME,P3,normal,applying quickfix causes a compile error in platform ui cleanupaddonjava
548255,API analysis application should allow listing dependencies,Eclipse Project,PDE,API Tools,All,All,CLOSED,INVALID,P3,enhancement,api analysis application should allow listing dependencies
548256,"Replace Team in preferences and menus with ""Version control""",Eclipse Project,Platform,Team,PC,Linux,CLOSED,DUPLICATE,P3,normal,replace team in preferences and menus with version control
548257,Retire Jet templates from org.eclipse.e4.tools,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,retire jet templates from orgeclipsee4tools
548258,[release] ee4j.glassfish 2.6.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release ee4jglassfish 260
548259,[release] technology.lsp4e 0.10.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologylsp4e 0100
548260,[release] technology.tm4e 0.3.3,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,INVALID,P3,normal,release technologytm4e 033
548261,"After adding or cloning a git repository, does not appears in Git Repository view",Technology,EGit,Core,PC,Windows 10,CLOSED,INVALID,P3,normal,after adding or cloning a git repository does not appears in git repository view
548262,List of compatible/breaking change list is not formatted.,Eclipse Project,PDE,API Tools,PC,Windows 7,VERIFIED,FIXED,P3,normal,list of compatiblebreaking change list is not formatted
548263,hashCode,Tools,MAT,Core,PC,Windows 10,RESOLVED,WORKSFORME,P3,normal,hashcode
548264,src/main/xsd/org/apache/maven/pom/pom.genmodel is missing,Eclipse Foundation,z_Archived,m2e,PC,Windows 10,RESOLVED,FIXED,P3,normal,srcmainxsdorgapachemavenpompomgenmodel is missing
548265,Allow to run Source - Cleanup on multiple projects from Project Explorer,Eclipse Project,JDT,UI,PC,Linux,REOPENED,,P3,normal,allow to run source cleanup on multiple projects from project explorer
548267,Invalid org.eclipse.m2m.tests.qvt.oml genmodel references,Modeling,QVTo,Engine,PC,Windows 10,RESOLVED,FIXED,P3,normal,invalid orgeclipsem2mtestsqvtoml genmodel references
